Major,researchExp,industryExp,toeflScore,GRE_V,GRE_Q,GRE_AWA,CGPA,University
Computer Science,0.0,14.0,104.21251509054326,151,157,3.0,3.42,Pace University
Computer Science,0.0,14.0,104.21251509054326,151,157,3.0,3.42,Northeastern University
Computer Science,0.0,14.0,104.21251509054326,151,157,3.0,3.42,Tufts University
Civil Engineering,0.0,0.0,110.0,151,157,3.0,3.97,"University of California, Berkeley"
Computer Science,1.0,18.0,106.0,148,168,4.0,3.55,State University of New York at Buffalo
Computer Science,1.0,18.0,106.0,148,168,4.0,3.55,Arizona State University
Engineering Management,1.0,28.0,104.21251509054326,151,157,3.0,3.55,Illinois Institute of Technology
Computer Science,1.0,11.0,104.21251509054326,160,165,3.0,3.68,Missouri University of Science and Technology
Computer Science,1.0,11.0,104.21251509054326,160,165,3.0,3.68,University of South Florida
Computer Science,1.0,11.0,104.21251509054326,160,165,3.0,3.68,University of Illinois at Chicago
Engineering Management,0.0,143.0,104.21251509054326,151,157,3.0,2.95,Arizona State University
Computer Science,0.0,18.0,110.0,150,165,4.0,3.49,University of Houston
MIS,1.0,0.0,104.21251509054326,152,150,3.0,2.75,Pace University
Information Systems,1.0,0.0,104.21251509054326,152,150,3.0,2.75,Florida Atlantic University
MIS,1.0,7.0,79.0,136,161,3.0,3.52,Northeastern University
Information Systems,0.0,60.0,102.0,150,163,4.0,3.26,Indiana University at Bloomington
Information Systems,0.0,60.0,102.0,150,163,4.0,3.26,University of Texas at Dallas
Information Systems,0.0,27.0,104.21251509054326,151,157,3.0,3.87,Northeastern University
Information Systems,1.0,21.0,104.21251509054326,141,147,3.0,3.0,Northeastern University
MIS,0.0,0.0,104.21251509054326,151,157,3.0,3.17,Northeastern University
Mechanical Engineering,0.0,26.0,96.0,148,164,3.5,3.78,University of Texas at Arlington
Mechanical Engineering,0.0,2.0,110.0,158,166,4.5,3.6,University of Illinois at Urbana-Champaign
Civil Engineering,0.0,2.0,110.0,158,166,4.5,3.6,New York University
Computer Science,1.0,2.0,104.0,151,163,4.0,3.39,University of Colorado at Denver
Computer Science,1.0,2.0,104.0,151,163,4.0,3.39,Stevens Institute of Technology
Mechanical Engineering,0.0,6.0,104.21251509054326,151,157,3.0,3.42,University of Illinois at Chicago
Computer Science,0.0,9.0,100.0,150,167,4.0,3.62,Boston College
Industrial Engineering,0.0,1.0,102.0,145,155,3.0,3.3,Arizona State University
Industrial Engineering,0.0,1.0,102.0,145,155,3.0,3.3,New York University
Information Systems,1.0,14.0,94.0,151,157,3.0,3.14,Boston College
Information Systems,1.0,18.0,104.21251509054326,152,166,3.0,2.9,Northeastern University
Computer Science,2.0,0.0,104.21251509054326,164,168,3.5,3.52,George Mason University
Information Systems,1.0,18.0,104.21251509054326,152,166,3.0,2.9,University of Texas at Dallas
Mechanical Engineering,2.0,2.0,104.21251509054326,154,165,3.0,3.68,University of Texas at Dallas
Mechanical Engineering,2.0,2.0,104.21251509054326,154,165,3.0,3.68,Westbrook University
Mechanical Engineering,2.0,2.0,104.21251509054326,154,165,3.0,3.68,Carnegie Mellon University
Mechanical Engineering,2.0,2.0,104.21251509054326,154,165,3.0,3.68,New York University
Computer Science,5.0,3.0,104.21251509054326,151,157,3.0,3.8,George Washington University
MIS,0.0,0.0,104.21251509054326,145,149,3.0,3.3,University of Texas at Arlington
Computer Science,0.0,42.0,101.0,150,166,4.0,3.78,State University of New York at Buffalo
Business Analytics,3.0,10.0,111.0,154,168,4.0,3.49,University of Texas at Dallas
Computer Science,1.0,9.0,105.0,147,169,4.0,3.58,State University of New York at Buffalo
Computer Science,0.0,28.0,110.0,154,167,4.0,3.71,North Carolina State University
Information Systems,0.0,28.0,110.0,154,167,4.0,3.71,Carnegie Mellon University
Computer Science,0.0,28.0,110.0,154,167,4.0,3.71,Arizona State University
Computer Science,1.0,17.0,107.0,147,170,3.0,3.68,University of Florida
Civil Engineering,0.0,6.0,104.21251509054326,151,157,3.0,3.42,University of Cincinnati
Computer Science,1.0,19.0,104.21251509054326,148,161,3.0,3.81,Illinois Institute of Technology
Computer Science,1.0,19.0,104.21251509054326,148,161,3.0,3.81,New York University
Computer Science,0.0,14.0,104.21251509054326,146,160,3.0,3.58,New York University
Computer Science,1.0,4.0,97.0,145,165,4.0,3.87,State University of New York at Buffalo
Information Systems,0.0,18.0,92.0,146,154,3.0,3.68,Arizona State University
Information Systems,0.0,45.0,104.21251509054326,147,160,3.0,2.8,Stevens Institute of Technology
Information Systems,0.0,45.0,104.21251509054326,147,160,3.0,2.8,University of Texas at Dallas
MIS,0.0,45.0,104.21251509054326,147,160,3.0,2.8,"California State University, Los Angeles"
MIS,0.0,45.0,104.21251509054326,147,160,3.0,2.8,Lamar University
Electrical Engineering,0.0,0.0,104.21251509054326,152,160,3.0,3.42,Pennsylvania State University
Computer Science,1.0,16.0,110.0,154,162,5.0,3.52,Northeastern University
Computer Science,0.0,10.0,104.21251509054326,151,157,3.0,3.39,Indiana University-Purdue University at Fort Wayne
Computer Science,0.0,10.0,104.21251509054326,151,157,3.0,3.39,New York University
Information Systems,0.0,0.0,104.21251509054326,151,157,3.0,3.65,State University of New York at Buffalo
Civil Engineering,0.0,0.0,104.21251509054326,156,162,4.0,3.42,Winona State University
Industrial Engineering,1.0,6.0,105.0,151,168,3.0,3.36,University of Wisconsin - Madison
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.68,George Washington University
Computer Science,0.0,13.0,104.21251509054326,151,157,3.0,3.87,Indiana University at Bloomington
Computer Science,2.0,24.0,104.21251509054326,162,170,4.0,3.8,Rensselaer Polytechnic Institute
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.17,Stevens Institute of Technology
Business Analytics,0.0,0.0,104.21251509054326,151,157,3.0,3.46,Northeastern University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.55,Illinois Institute of Technology
Civil Engineering,0.0,0.0,94.0,151,157,3.0,3.04,University of New Haven
Civil Engineering,0.0,0.0,94.0,151,157,3.0,3.04,Southern Illinois University at Edwardsville
Computer Science,1.0,9.0,67.0,131,142,3.0,3.36,University of Connecticut
Computer Science,1.0,18.0,104.21251509054326,151,157,3.0,3.23,Birmingham-Southern College
Industrial Engineering,0.0,5.0,94.0,153,160,3.0,3.3,Clemson University
Information Systems,0.0,0.0,104.21251509054326,151,157,3.0,3.23,University of West Florida
Industrial Engineering,0.0,13.0,104.21251509054326,151,157,3.0,3.62,Arizona State University
Industrial Engineering,0.0,13.0,104.21251509054326,151,157,3.0,3.62,Pennsylvania State University
Industrial Engineering,0.0,13.0,104.21251509054326,151,157,3.0,3.62,New York University
Computer Science,0.0,0.0,98.0,157,166,4.0,3.58,Indiana University at Bloomington
Computer Science,0.0,0.0,98.0,157,166,4.0,3.58,North Carolina State University
Computer Science,1.0,19.0,79.0,151,157,3.0,3.33,University of North Carolina at Charlotte
Information Systems,0.0,2.0,95.0,151,157,3.0,3.84,Arizona State University
Computer Science,0.0,2.0,95.0,151,157,3.0,3.84,Stevens Institute of Technology
Computer Science,0.0,4.0,104.21251509054326,147,162,3.5,3.58,Stevens Institute of Technology
Computer Science,0.0,4.0,104.21251509054326,147,162,3.5,3.58,Indiana University at Bloomington
Computer Science,0.0,4.0,104.21251509054326,147,162,3.5,3.58,Syracuse University
Computer Science,0.0,4.0,104.21251509054326,147,162,3.5,3.58,North Carolina State University
Business Analytics,0.0,0.0,107.0,150,168,3.0,3.3,University of Texas at Dallas
Computer Science,0.0,27.0,106.0,146,162,4.0,3.26,State University of New York at Buffalo
Civil Engineering,0.0,11.0,94.0,151,157,3.0,3.68,Northeastern University
Business Analytics,0.0,45.0,102.0,139,167,3.0,3.6,University of Cincinnati
Computer Science,1.0,4.0,104.21251509054326,152,160,3.5,3.78,Indiana University at Bloomington
Computer Science,1.0,4.0,104.21251509054326,152,160,3.5,3.78,Indiana University at Bloomington
Civil Engineering,0.0,0.0,110.0,151,157,3.0,3.97,Stanford University
Electrical and Computer Engineering,1.0,19.0,109.0,161,167,5.0,3.68,Northeastern University
Civil Engineering,4.0,26.0,104.21251509054326,150,164,4.0,3.36,Stanford University
Industrial Engineering,10.0,9.0,94.0,151,157,3.0,3.39,Clemson University
Electrical and Computer Engineering,0.0,20.0,105.0,155,164,3.5,3.81,University of Southern California
Information Systems,0.0,44.0,104.21251509054326,157,166,4.0,3.78,Carnegie Mellon University
Computer Science,1.0,0.0,95.0,151,165,4.0,3.58,North Carolina State University
Computer Science,0.0,12.0,104.21251509054326,153,162,4.0,3.65,North Carolina State University
Computer Science,1.0,0.0,115.0,161,164,5.0,3.49,North Carolina State University
Computer Science,0.0,5.0,104.21251509054326,161,169,2.0,3.3,University of Maryland Baltimore County
Computer Science,1.0,3.0,104.21251509054326,142,157,3.0,3.2,Rochester Institute of Technology
Information Systems,0.0,16.0,79.0,151,157,3.0,3.26,Florida State University
Information Systems,0.0,16.0,79.0,151,157,3.0,3.26,"University of St. Thomas, Houston"
Business Analytics,1.0,4.0,110.0,161,163,4.0,3.49,University of Texas at Dallas
Industrial Engineering,0.0,17.0,104.21251509054326,141,160,4.0,3.39,Northeastern University
Business Analytics,0.0,17.0,104.21251509054326,141,160,4.0,3.39,University of Texas at Dallas
Industrial Engineering,0.0,17.0,104.21251509054326,141,160,4.0,3.39,University of Wisconsin - Madison
Industrial Engineering,0.0,17.0,104.21251509054326,141,160,4.0,3.39,New Jersey Institute of Technology
Industrial Engineering,0.0,17.0,104.21251509054326,141,160,4.0,3.39,New York University
Industrial Engineering,0.0,17.0,104.21251509054326,141,160,4.0,3.39,Rice University
Industrial Engineering,0.0,17.0,104.21251509054326,141,160,4.0,3.39,Arizona State University
Industrial Engineering,0.0,17.0,104.21251509054326,141,160,4.0,3.39,Pennsylvania State University
Computer Science,0.0,17.0,108.0,156,165,5.0,3.78,"University of California, Irvine"
Computer Science,0.0,16.0,104.21251509054326,151,157,3.0,3.17,Pace University
Biomedical Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.52,University of Pennsylvania
Computer Science,0.0,0.0,79.0,140,157,3.0,3.81,Illinois Institute of Technology
Computer Science,0.0,7.0,104.21251509054326,153,164,3.0,3.62,Arizona State University
Computer Science,0.0,0.0,79.0,140,157,3.0,3.81,George Mason University
Civil Engineering,0.0,6.0,104.21251509054326,151,157,3.0,3.42,Lafayette College
Computer Science,0.0,20.0,104.21251509054326,162,165,3.0,3.71,Northeastern University
Computer Science,0.0,20.0,104.21251509054326,162,165,3.0,3.71,Virginia State University
Computer Science,4.0,25.0,113.0,151,158,4.5,3.62,Indiana University at Bloomington
Computer Science,0.0,0.0,104.21251509054326,152,170,3.0,3.42,University of Missouri - Kansas City
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.42,University of New Haven
Business Analytics,0.0,0.0,104.21251509054326,151,157,3.0,3.04,University of Massachusetts at Amherst
Civil Engineering,0.0,6.0,102.0,148,166,3.0,3.65,George Mason University
Computer Science,0.0,6.0,104.21251509054326,149,159,3.5,3.46,Case Western Reserve University
Civil Engineering,1.0,24.0,104.21251509054326,150,155,3.5,3.2,University of Texas at Arlington
Computer Science,1.0,22.0,102.0,150,161,4.0,3.81,Rochester Institute of Technology
Computer Science,0.0,9.0,100.0,150,167,4.0,3.62,New Jersey Institute of Technology
Computer Science,0.0,9.0,100.0,150,167,4.0,3.62,Northeastern University
Computer Science,4.0,32.0,104.21251509054326,155,165,4.0,3.65,Northeastern University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,2.95,University of Connecticut
Computer Science,1.0,0.0,115.0,161,164,5.0,3.49,Northeastern University
Computer Science,0.0,12.0,96.0,150,162,3.5,3.68,University of Southern California
MIS,0.0,25.0,104.21251509054326,151,157,3.0,3.42,Georgia State University
Computer Science,0.0,27.0,110.0,157,165,4.0,3.4,Arizona State University
Civil Engineering,2.0,3.0,104.21251509054326,148,168,4.0,3.42,Arizona State University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.3,Illinois Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.3,George Mason University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.3,Texas Tech University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.3,Oregon State University
Computer Science,0.0,0.0,106.0,149,159,4.0,3.87,Rochester Institute of Technology
Computer Science,0.0,0.0,106.0,149,159,4.0,3.87,Virginia State University
Computer Science,0.0,0.0,106.0,149,159,4.0,3.87,Syracuse University
Computer Science,2.0,0.0,104.21251509054326,164,168,3.5,3.52,New Jersey Institute of Technology
Biomedical Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.52,University of Colorado at Boulder
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.0,Georgia Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.0,New York University
Engineering Management,0.0,25.0,100.0,145,164,4.0,3.39,Northeastern University
Engineering Management,0.0,25.0,100.0,145,164,4.0,3.39,Northwestern University
Engineering Management,0.0,25.0,100.0,145,164,4.0,3.39,Duke University
Computer Science,0.0,44.0,104.21251509054326,157,166,4.0,3.78,New Jersey Institute of Technology
Computer Science,0.0,44.0,104.21251509054326,157,166,4.0,3.78,Rochester Institute of Technology
Civil Engineering,0.0,44.0,104.21251509054326,157,166,4.0,3.78,Arizona State University
Computer Science,0.0,3.0,98.0,151,157,3.0,3.78,Illinois Institute of Technology
Business Analytics,1.0,64.0,104.21251509054326,151,157,3.0,2.95,University of Texas at Dallas
Business Analytics,1.0,64.0,104.21251509054326,151,157,3.0,2.95,University of Maryland at College Park
Information Systems,0.0,0.0,104.21251509054326,151,157,3.0,3.78,University of Texas at Dallas
Business Analytics,0.0,35.0,104.21251509054326,152,158,4.0,2.95,University of Texas at Dallas
Business Analytics,0.0,35.0,104.21251509054326,152,158,4.0,2.95,University of Maryland at College Park
Business Analytics,1.0,9.0,104.21251509054326,158,136,3.0,3.36,Rensselaer Polytechnic Institute
Civil Engineering,4.0,26.0,104.21251509054326,150,164,4.0,3.36,"University of California, Berkeley"
Computer Science,4.0,0.0,110.0,152,167,4.0,3.94,University of Southern California
Computer Science,4.0,0.0,110.0,152,167,4.0,3.94,North Carolina State University
Computer Science,4.0,0.0,110.0,152,167,4.0,3.94,Arizona State University
Computer Science,4.0,0.0,110.0,152,167,4.0,3.94,University of Texas at Dallas
Civil Engineering,0.0,7.0,90.0,151,157,3.0,3.58,Clemson University
Engineering Management,1.0,8.0,83.0,151,157,3.0,3.36,Arizona State University
Engineering Management,1.0,8.0,83.0,151,157,3.0,3.36,University of Illinois at Urbana-Champaign
Computer Science,1.0,3.0,104.0,151,165,4.0,3.74,Virginia State University
Computer Science,1.0,3.0,104.0,151,165,4.0,3.74,University of Illinois at Urbana-Champaign
Computer Science,1.0,3.0,104.0,151,165,4.0,3.74,Northeastern University
Computer Science,1.0,3.0,104.0,151,165,4.0,3.74,Pennsylvania State University
Computer Science,1.0,3.0,104.0,151,165,4.0,3.74,North Carolina State University
Computer Science,1.0,3.0,104.0,151,165,4.0,3.74,University of Massachusetts at Amherst
Civil Engineering,2.0,0.0,91.0,136,156,3.0,3.4,Texas Tech University
Computer Science,0.0,1.0,104.21251509054326,137,148,2.5,3.26,St. Louis University
Computer Science,0.0,12.0,104.21251509054326,151,168,4.0,3.52,Northeastern University
Computer Science,0.0,12.0,104.21251509054326,151,168,4.0,3.52,New York University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.58,George Washington University
Civil Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.58,Stevens Institute of Technology
Computer Science,0.0,0.0,91.0,151,166,4.0,3.68,University of Massachusetts at Amherst
Computer Science,0.0,0.0,91.0,151,166,4.0,3.68,North Carolina State University
Computer Science,0.0,0.0,91.0,151,166,4.0,3.68,University of Texas at Dallas
Computer Science,0.0,0.0,91.0,151,166,4.0,3.68,State University of New York at Buffalo
Civil Engineering,0.0,21.0,104.21251509054326,151,157,3.0,3.14,Northeastern University
Computer Science,0.0,5.0,104.21251509054326,161,169,2.0,3.3,University of Central Missouri
Computer Science,1.0,7.0,104.21251509054326,150,159,4.0,3.9,Santa Clara University
Computer Science,1.0,7.0,104.21251509054326,150,159,4.0,3.9,University of Southern California
Computer Science,2.0,9.0,79.0,151,157,3.0,3.46,University of Bridgeport
Computer Science,2.0,9.0,79.0,151,157,3.0,3.46,Yeshiva University
Computer Science,0.0,0.0,104.21251509054326,157,167,4.5,3.71,North Carolina State University
Computer Science,1.0,0.0,104.21251509054326,135,161,3.0,3.62,Illinois Institute of Technology
Computer Science,1.0,0.0,104.21251509054326,135,161,3.0,3.62,Stevens Institute of Technology
